0,1.819e+05,9.8363e+05,-15878,-971.78,652.21,23.218,-5.6758e+07,-2.7359e+07,2.8917e+06,1.0065e+06,-3.5838e+06,-3.853e+05,4.2848e+07,1.0007e+08,-1.1187e+06,-2.7901e+06,1.1833e+06,1.772e+05,-1.4378e+08,-4.0007e+07,-13888,6.6109e+05,-2.4841e+06,180.02,-1.1475e+08,-1.9629e+08,-1.3291e+06,1.8867e+06,-8.7378e+05,-64623,-5.669e+08,-5.775e+08,1.5076e+07,7.9211e+05,-7.372e+05,-14668,8.2051e+07,-1.5024e+09,2.2857e+07,7.8737e+05,42887,-32110,2.6251e+09,1.4027e+09,-2.8798e+07,-2.8161e+05,4.9151e+05,5465.4,4.303e+09,-1.2422e+09,-7.3586e+07,1.2712e+05,4.5391e+05,-12329,0,0,0,0,0,0
3.6525,1.7834e+05,9.8601e+05,-15793,-975.73,648.47,23.321,-5.1712e+07,-3.9647e+07,1.4243e+06,1.7326e+06,-3.1254e+06,-4.1445e+05,3.2451e+07,1.0387e+08,-4.6684e+05,-2.8982e+06,8.9201e+05,1.7944e+05,-1.4108e+08,-4.8993e+07,-13234,8.1468e+05,-2.4351e+06,177.74,-1.0779e+08,-1.9938e+08,-1.5643e+06,1.9207e+06,-8.1309e+05,-64186,-5.64e+08,-5.8018e+08,1.5022e+07,7.9596e+05,-7.3326e+05,-14770,8.4927e+07,-1.5023e+09,2.2739e+07,7.8728e+05,44481,-32134,2.624e+09,1.4045e+09,-2.8778e+07,-2.8197e+05,4.9132e+05,5469.3,4.3035e+09,-1.2406e+09,-7.3631e+07,1.2695e+05,4.5396e+05,-12326,0,0,0,0,0,0
7.305,1.7477e+05,9.8837e+05,-15707,-979.7,644.69,23.426,-4.4271e+07,-5.0073e+07,-1.1067e+05,2.3184e+06,-2.5692e+06,-4.2275e+05,2.1713e+07,1.0658e+08,1.8979e+05,-2.976e+06,5.9077e+05,1.7979e+05,-1.3783e+08,-5.7784e+07,-12590,9.6458e+05,-2.3768e+06,174.87,-1.0072e+08,-2.0223e+08,-1.7979e+06,1.9529e+06,-7.509e+05,-63673,-5.6108e+08,-5.8285e+08,1.4968e+07,7.9979e+05,-7.293e+05,-14872,8.7802e+07,-1.5021e+09,2.2622e+07,7.8719e+05,46075,-32158,2.623e+09,1.4063e+09,-2.8758e+07,-2.8233e+05,4.9112e+05,5473.3,4.3039e+09,-1.2389e+09,-7.3676e+07,1.2678e+05,4.5401e+05,-12323,0,0,0,0,0,0
10.958,1.7119e+05,9.9071e+05,-15622,-983.69,640.86,23.531,-3.4933e+07,-5.8333e+07,-1.6427e+06,2.7706e+06,-1.9424e+06,-4.1301e+05,1.0749e+07,1.0817e+08,8.4426e+05,-3.0224e+06,2.8281e+05,1.7825e+05,-1.3404e+08,-6.6345e+07,-11957,1.1102e+06,-2.3093e+06,171.41,-9.3529e+07,-2.0486e+08,-2.0294e+06,1.9832e+06,-6.8728e+05,-63082,-5.5816e+08,-5.8551e+08,1.4913e+07,8.036e+05,-7.2532e+05,-14974,9.0677e+07,-1.5019e+09,2.2504e+07,7.871e+05,47670,-32182,2.622e+09,1.4081e+09,-2.8738e+07,-2.8269e+05,4.9093e+05,5477.2,4.3044e+09,-1.2373e+09,-7.3721e+07,1.266e+05,4.5406e+05,-12320,0,0,0,0,0,0
14.61,1.6759e+05,9.9305e+05,-15536,-987.71,636.99,23.639,-2.4183e+07,-6.42e+07,-3.1088e+06,3.0955e+06,-1.264e+06,-3.8739e+05,-3.2662e+05,1.0864e+08,1.4896e+06,-3.0371e+06,-28581,1.7482e+05,-1.2973e+08,-7.4643e+07,-11338,1.2511e+06,-2.233e+06,167.4,-8.6233e+07,-2.0725e+08,-2.2586e+06,2.0114e+06,-6.2226e+05,-62413,-5.5521e+08,-5.8815e+08,1.4858e+07,8.0739e+05,-7.2131e+05,-15076,9.3552e+07,-1.5017e+09,2.2387e+07,7.87e+05,49264,-32206,2.6209e+09,1.4099e+09,-2.8718e+07,-2.8305e+05,4.9074e+05,5481.2,4.3049e+09,-1.2356e+09,-7.3766e+07,1.2643e+05,4.5411e+05,-12317,0,0,0,0,0,0
18.262,1.6397e+05,9.9537e+05,-15449,-991.75,633.07,23.748,-1.2479e+07,-6.7519e+07,-4.4541e+06,3.2938e+06,-5.4976e+05,-3.4721e+05,-1.1397e+07,1.0797e+08,2.1191e+06,-3.0196e+06,-3.4006e+05,1.6954e+05,-1.2491e+08,-8.2647e+07,-10735,1.3867e+06,-2.1483e+06,162.84,-7.8838e+07,-2.094e+08,-2.4852e+06,2.0376e+06,-5.559e+05,-61666,-5.5226e+08,-5.9078e+08,1.4803e+07,8.1116e+05,-7.1729e+05,-15177,9.6426e+07,-1.5016e+09,2.2269e+07,7.8689e+05,50858,-32230,2.6199e+09,1.4117e+09,-2.8698e+07,-2.8341e+05,4.9054e+05,5485.1,4.3053e+09,-1.2339e+09,-7.3811e+07,1.2626e+05,4.5416e+05,-12315,0,0,0,0,0,0
21.915,1.6034e+05,9.9767e+05,-15362,-995.81,629.1,23.858,-2.7536e+05,-6.8183e+07,-5.6283e+06,3.3636e+06,1.8911e+05,-2.9324e+05,-2.2346e+07,1.0616e+08,2.7259e+06,-2.9701e+06,-6.4831e+05,1.6246e+05,-1.196e+08,-9.0327e+07,-10149,1.5165e+06,-2.0556e+06,157.76,-7.135e+07,-2.1131e+08,-2.709e+06,2.0617e+06,-4.8825e+05,-60839,-5.4929e+08,-5.9339e+08,1.4747e+07,8.1492e+05,-7.1325e+05,-15278,9.93e+07,-1.5014e+09,2.2151e+07,7.8679e+05,52451,-32253,2.6189e+09,1.4135e+09,-2.8678e+07,-2.8377e+05,4.9035e+05,5489.1,4.3058e+09,-1.2323e+09,-7.3856e+07,1.2608e+05,4.5421e+05,-12312,0,0,0,0,0,0
25.568,1.567e+05,9.9996e+05,-15275,-999.88,625.06,23.971,1.1938e+07,-6.6114e+07,-6.5801e+06,3.2999e+06,9.4407e+05,-2.2571e+05,-3.3055e+07,1.0324e+08,3.3037e+06,-2.889e+06,-9.4995e+05,1.5364e+05,-1.1384e+08,-9.7653e+07,-9583.2,1.6401e+06,-1.9552e+06,152.18,-6.3779e+07,-2.1297e+08,-2.9295e+06,2.0836e+06,-4.1938e+05,-59933,-5.4631e+08,-5.9599e+08,1.4691e+07,8.1865e+05,-7.0919e+05,-15378,1.0217e+08,-1.5012e+09,2.2033e+07,7.8668e+05,54045,-32277,2.6178e+09,1.4153e+09,-2.8658e+07,-2.8413e+05,4.9016e+05,5493,4.3062e+09,-1.2306e+09,-7.3901e+07,1.2591e+05,4.5426e+05,-12309,0,0,0,0,0,0
29.22,1.5304e+05,1.0022e+06,-15187,-1004,620.96,24.084,2.3651e+07,-6.1285e+07,-7.2605e+06,3.0927e+06,1.7009e+06,-1.4486e+05,-4.3412e+07,9.9231e+07,3.8463e+06,-2.7773e+06,-1.2417e+06,1.4319e+05,-1.0763e+08,-1.046e+08,-9038.3,1.757e+06,-1.8475e+06,146.12,-5.6132e+07,-2.1437e+08,-3.1467e+06,2.1032e+06,-3.4936e+05,-58946,-5.4331e+08,-5.9857e+08,1.4635e+07,8.2237e+05,-7.0511e+05,-15478,1.0505e+08,-1.501e+09,2.1915e+07,7.8657e+05,55638,-32300,2.6168e+09,1.4171e+09,-2.8638e+07,-2.8449e+05,4.8996e+05,5496.9,4.3067e+09,-1.229e+09,-7.3946e+07,1.2573e+05,4.5431e+05,-12306,0,0,0,0,0,0
32.873,1.4936e+05,1.0045e+06,-15099,-1008.1,616.79,24.199,3.4328e+07,-5.3714e+07,-7.6219e+06,2.7279e+06,2.4397e+06,-51021,-5.3307e+07,9.4182e+07,4.3479e+06,-2.636e+06,-1.5204e+06,1.3122e+05,-1.0101e+08,-1.1114e+08,-8516.4,1.8669e+06,-1.733e+06,139.61,-4.8418e+07,-2.1552e+08,-3.36e+06,2.1205e+06,-2.7825e+05,-57879,-5.403e+08,-6.0114e+08,1.4578e+07,8.2607e+05,-7.0101e+05,-15578,1.0792e+08,-1.5008e+09,2.1797e+07,7.8646e+05,57231,-32323,2.6157e+09,1.4189e+09,-2.8618e+07,-2.8485e+05,4.8977e+05,5500.9,4.3072e+09,-1.2273e+09,-7.3991e+07,1.2556e+05,4.5436e+05,-12303,0,0,0,0,0,0
